ORF_A	ORF_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID
YFL060C	YMR096W	Two Hybrid	Uetz et al	;10688190;
YFL060C	YNL333W	Two Hybrid	Uetz et al	;10688190;
YIL061C	YAR018C	Two Hybrid	Uetz et al	;10688190;
YDL098C	YGR075C	Two Hybrid	Uetz et al	;10688190;
YDR201W	YIL144W	Two Hybrid	Uetz et al	;10688190;
YKR037C	YJR091C	Two Hybrid	Uetz et al	;10688190;
YKR037C	YDR201W	Two Hybrid	Uetz et al	;10688190;
YNL012W	YBR250W	Two Hybrid	Uetz et al	;10688190;
YHL022C	YGL213C	Two Hybrid	Uetz et al	;10688190;
YHR152W	YCR086W	Two Hybrid	Uetz et al	;10688190;
YHR014W	YHR185C	Two Hybrid	Uetz et al	;10688190;
YDR218C	YJR076C	Two Hybrid	Uetz et al	;10688190;
YER161C	YDR110W	Two Hybrid	Uetz et al	;10688190;
YER161C	YGL201C	Two Hybrid	Uetz et al	;10688190;
YGR104C	YBR193C	Two Hybrid	Uetz et al	;10688190;
YDR308C	YOR174W	Two Hybrid	Uetz et al	;10688190;
YDR308C	YOL135C	Two Hybrid	Uetz et al	;10688190;
YLR082C	YLR082C	Two Hybrid	Uetz et al	;10688190;
YDR292C	YMR163C	Two Hybrid	Uetz et al	;10688190;
YHR184W	YHR184W	Two Hybrid	Uetz et al	;10688190;
YLR362W	YCL032W	Two Hybrid	Uetz et al	;10688190;
YHR084W	YDR480W	Two Hybrid	Uetz et al	;10688190;
YJR086W	YOR212W	Two Hybrid	Uetz et al	;10688190;
YLR305C	YOR355W	Two Hybrid	Uetz et al	;10688190;
YLR305C	YOR047C	Two Hybrid	Uetz et al	;10688190;
YDR395W	YDR132C	Two Hybrid	Uetz et al	;10688190;
YDR395W	YOL070C	Two Hybrid	Uetz et al	;10688190;
YDR416W	YJR050W	Two Hybrid	Uetz et al	;10688190;
YDR416W	YBR188C	Two Hybrid	Uetz et al	;10688190;
YDR416W	YGR129W	Two Hybrid	Uetz et al	;10688190;
YLR117C	YBR188C	Two Hybrid	Uetz et al	;10688190;
YML015C	YDR174W	Two Hybrid	Uetz et al	;10688190;
YML015C	YDR167W	Two Hybrid	Uetz et al	;10688190;
YGL112C	YMR255W	Two Hybrid	Uetz et al	;10688190;
YGL112C	YMR236W	Two Hybrid	Uetz et al	;10688190;
YPR048W	YNL199C	Two Hybrid	Uetz et al	;10688190;
YPR048W	YDL215C	Two Hybrid	Uetz et al	;10688190;
YPR048W	YOR355W	Two Hybrid	Uetz et al	;10688190;
YPR048W	YPR070W	Two Hybrid	Uetz et al	;10688190;
YML064C	YPL049C	Two Hybrid	Uetz et al	;10688190;
YML064C	YER179W	Two Hybrid	Uetz et al	;10688190;
YML064C	YLR284C	Two Hybrid	Uetz et al	;10688190;
YML064C	YHR038W	Two Hybrid	Uetz et al	;10688190;
YML064C	YDR110W	Two Hybrid	Uetz et al	;10688190;
YML064C	YDR174W	Two Hybrid	Uetz et al	;10688190;
YML064C	YOR020C	Two Hybrid	Uetz et al	;10688190;
YML064C	YAR018C	Two Hybrid	Uetz et al	;10688190;
YML064C	YKL008C	Two Hybrid	Uetz et al	;10688190;
YML064C	YJR131W	Two Hybrid	Uetz et al	;10688190;
YML064C	YBR171W	Two Hybrid	Uetz et al	;10688190;
YML064C	YPR182W	Two Hybrid	Uetz et al	;10688190;
YML064C	YNL333W	Two Hybrid	Uetz et al	;10688190;
YML064C	YJR159W	Two Hybrid	Uetz et al	;10688190;
YML064C	YOR229W	Two Hybrid	Uetz et al	;10688190;
YML064C	YCR087W	Two Hybrid	Uetz et al	;10688190;
YML064C	YDL246C	Two Hybrid	Uetz et al	;10688190;
YML064C	YEL015W	Two Hybrid	Uetz et al	;10688190;
YML064C	YHR198C	Two Hybrid	Uetz et al	;10688190;
YML064C	YJL058C	Two Hybrid	Uetz et al	;10688190;
YML064C	YJR056C	Two Hybrid	Uetz et al	;10688190;
YML064C	YLR423C	Two Hybrid	Uetz et al	;10688190;
YML064C	YNL218W	Two Hybrid	Uetz et al	;10688190;
YML064C	YPL192C	Two Hybrid	Uetz et al	;10688190;
YKL028W	YKR062W	Two Hybrid	Uetz et al	;10688190;
YKL028W	YDR311W	Two Hybrid	Uetz et al	;10688190;
YDR311W	YKL103C	Two Hybrid	Uetz et al	;10688190;
YDR311W	YGR120C	Two Hybrid	Uetz et al	;10688190;
YDR311W	YOL082W	Two Hybrid	Uetz et al	;10688190;
YGR144W	YGR144W	Two Hybrid	Uetz et al	;10688190;
YPL214C	YPL214C	Two Hybrid	Uetz et al	;10688190;
YDR429C	YFL017C	Two Hybrid	Uetz et al	;10688190;
YOL006C	YMR233W	Two Hybrid	Uetz et al	;10688190;
YKL166C	YIL033C	Two Hybrid	Uetz et al	;10688190;
YKL166C	YKL166C	Two Hybrid	Uetz et al	;10688190;
YLL028W	YGL166W	Two Hybrid	Uetz et al	;10688190;
YDR074W	YER019C-A	Two Hybrid	Uetz et al	;10688190;
YDR074W	YAR066W	Two Hybrid	Uetz et al	;10688190;
YDR472W	YKR068C	Two Hybrid	Uetz et al	;10688190;
YDR472W	YBR254C	Two Hybrid	Uetz et al	;10688190;
YOR115C	YOL082W	Two Hybrid	Uetz et al	;10688190;
YER100W	YJR077C	Two Hybrid	Uetz et al	;10688190;
YER100W	YPL229W	Two Hybrid	Uetz et al	;10688190;
YDL064W	YDL064W	Two Hybrid	Uetz et al	;10688190;
YER144C	YBR059C	Two Hybrid	Uetz et al	;10688190;
YPL003W	YPR066W	Two Hybrid	Uetz et al	;10688190;
YDR207C	YOR355W	Two Hybrid	Uetz et al	;10688190;
YDR207C	YOL082W	Two Hybrid	Uetz et al	;10688190;
YEL021W	YEL021W	Two Hybrid	Uetz et al	;10688190;
YNR012W	YDR020C	Two Hybrid	Uetz et al	;10688190;
YGL212W	YBR205W	Two Hybrid	Uetz et al	;10688190;
YGL212W	YLR166C	Two Hybrid	Uetz et al	;10688190;
YGL212W	YAL047C	Two Hybrid	Uetz et al	;10688190;
YGL212W	YMR053C	Two Hybrid	Uetz et al	;10688190;
YGL212W	YOR106W	Two Hybrid	Uetz et al	;10688190;
YGL212W	YGL104C	Two Hybrid	Uetz et al	;10688190;
YGL212W	YGL161C	Two Hybrid	Uetz et al	;10688190;
YGL212W	YNL263C	Two Hybrid	Uetz et al	;10688190;
YGL212W	YJL151C	Two Hybrid	Uetz et al	;10688190;
YGL212W	YLR423C	Two Hybrid	Uetz et al	;10688190;
YGL212W	YMR071C	Two Hybrid	Uetz et al	;10688190;
YGL212W	YOL129W	Two Hybrid	Uetz et al	;10688190;
YGL212W	YOR292C	Two Hybrid	Uetz et al	;10688190;
YGL212W	YPL246C	Two Hybrid	Uetz et al	;10688190;
YGL212W	YML001W	Two Hybrid	Uetz et al	;10688190;
YPL253C	YMR051C	Two Hybrid	Uetz et al	;10688190;
YHR060W	YLR447C	Two Hybrid	Uetz et al	;10688190;
YHR060W	YDR469W	Two Hybrid	Uetz et al	;10688190;
YOR132W	YOR069W	Two Hybrid	Uetz et al	;10688190;
YNR006W	YHL002W	Two Hybrid	Uetz et al	;10688190;
YJL154C	YGL166W	Two Hybrid	Uetz et al	;10688190;
YLR417W	YPL002C	Two Hybrid	Uetz et al	;10688190;
YPR173C	YLR025W	Two Hybrid	Uetz et al	;10688190;
YOL105C	YGL153W	Two Hybrid	Uetz et al	;10688190;
YAL036C	YDR152W	Two Hybrid	Uetz et al	;10688190;
YIR018W	YGL071W	Two Hybrid	Uetz et al	;10688190;
YAR003W	YBR175W	Two Hybrid	Uetz et al	;10688190;
YAR003W	YDR140W	Two Hybrid	Uetz et al	;10688190;
YAR014C	YER133W	Two Hybrid	Uetz et al	;10688190;
YAR031W	YBR217W	Two Hybrid	Uetz et al	;10688190;
YAR031W	YCR030C	Two Hybrid	Uetz et al	;10688190;
YBL101W-A	YBL043W	Two Hybrid	Uetz et al	;10688190;
YBL101W-A	YNL229C	Two Hybrid	Uetz et al	;10688190;
YBR006W	YDR382W	Two Hybrid	Uetz et al	;10688190;
YBR006W	YKL023W	Two Hybrid	Uetz et al	;10688190;
YBR052C	YDR032C	Two Hybrid	Uetz et al	;10688190;
YBR077C	YMR004W	Two Hybrid	Uetz et al	;10688190;
YBR103W	YIL112W	Two Hybrid	Uetz et al	;10688190;
YBR141C	YGL091C	Two Hybrid	Uetz et al	;10688190;
YBR141C	YDR372C	Two Hybrid	Uetz et al	;10688190;
YBR190W	YLR117C	Two Hybrid	Uetz et al	;10688190;
YBR228W	YLR135W	Two Hybrid	Uetz et al	;10688190;
YBR244W	YLR117C	Two Hybrid	Uetz et al	;10688190;
YBR270C	YKR026C	Two Hybrid	Uetz et al	;10688190;
YBR270C	YMR236W	Two Hybrid	Uetz et al	;10688190;
YBR270C	YIL105C	Two Hybrid	Uetz et al	;10688190;
YHR135C	YDL101C	Two Hybrid	Uetz et al	;10688190;
YHR135C	YER079W	Two Hybrid	Uetz et al	;10688190;
YHR135C	YNL116W	Two Hybrid	Uetz et al	;10688190;
YNL154C	YCR011C	Two Hybrid	Uetz et al	;10688190;
YNL154C	YMR180C	Two Hybrid	Uetz et al	;10688190;
YNL154C	YOR355W	Two Hybrid	Uetz et al	;10688190;
YNL154C	YMR267W	Two Hybrid	Uetz et al	;10688190;
YNL154C	YCL054W	Two Hybrid	Uetz et al	;10688190;
YNL154C	YER079W	Two Hybrid	Uetz et al	;10688190;
YNL154C	YKL204W	Two Hybrid	Uetz et al	;10688190;
YCL024W	YKR048C	Two Hybrid	Uetz et al	;10688190;
YCL046W	YGL115W	Two Hybrid	Uetz et al	;10688190;
YCR004C	YDR032C	Two Hybrid	Uetz et al	;10688190;
YCR086W	YOL020W	Two Hybrid	Uetz et al	;10688190;
YDL012C	YDR151C	Two Hybrid	Uetz et al	;10688190;
YDL012C	YOR355W	Two Hybrid	Uetz et al	;10688190;
YDL012C	YFR047C	Two Hybrid	Uetz et al	;10688190;
YDL012C	YHR032W	Two Hybrid	Uetz et al	;10688190;
YDL012C	YHR140W	Two Hybrid	Uetz et al	;10688190;
YDL012C	YIL172C	Two Hybrid	Uetz et al	;10688190;
YDL012C	YJL065C	Two Hybrid	Uetz et al	;10688190;
YDL063C	YPL131W	Two Hybrid	Uetz et al	;10688190;
YDL063C	YDR381W	Two Hybrid	Uetz et al	;10688190;
YDL071C	YFL017C	Two Hybrid	Uetz et al	;10688190;
YDL071C	YDR183W	Two Hybrid	Uetz et al	;10688190;
YDL071C	YEL068C	Two Hybrid	Uetz et al	;10688190;
YDL071C	YGR269W	Two Hybrid	Uetz et al	;10688190;
YDL071C	YNL155W	Two Hybrid	Uetz et al	;10688190;
YDL076C	YLR098C	Two Hybrid	Uetz et al	;10688190;
YDL089W	YDL089W	Two Hybrid	Uetz et al	;10688190;
YDL089W	YLR324W	Two Hybrid	Uetz et al	;10688190;
YDL110C	YKL015W	Two Hybrid	Uetz et al	;10688190;
YDL110C	YOR078W	Two Hybrid	Uetz et al	;10688190;
YDL113C	YJL036W	Two Hybrid	Uetz et al	;10688190;
YDL133W	YDL001W	Two Hybrid	Uetz et al	;10688190;
YDL146W	YKL070W	Two Hybrid	Uetz et al	;10688190;
YDL203C	YOR372C	Two Hybrid	Uetz et al	;10688190;
YDL203C	YGR058W	Two Hybrid	Uetz et al	;10688190;
YDL213C	YFR032C	Two Hybrid	Uetz et al	;10688190;
YDL216C	YMR025W	Two Hybrid	Uetz et al	;10688190;
YDL239C	YLR098C	Two Hybrid	Uetz et al	;10688190;
YDL239C	YOL091W	Two Hybrid	Uetz et al	;10688190;
YDL239C	YHR184W	Two Hybrid	Uetz et al	;10688190;
YDL246C	YJR159W	Two Hybrid	Uetz et al	;10688190;
YDL246C	YDL246C	Two Hybrid	Uetz et al	;10688190;
YDR013W	YDR489W	Two Hybrid	Uetz et al	;10688190;
YDR026C	YDR110W	Two Hybrid	Uetz et al	;10688190;
YDR032C	YCL032W	Two Hybrid	Uetz et al	;10688190;
YDR032C	YDR032C	Two Hybrid	Uetz et al	;10688190;
YDR051C	YDR051C	Two Hybrid	Uetz et al	;10688190;
YDR061W	YCR086W	Two Hybrid	Uetz et al	;10688190;
YDR063W	YKL013C	Two Hybrid	Uetz et al	;10688190;
YDR063W	YGL239C	Two Hybrid	Uetz et al	;10688190;
YDR070C	YFL017C	Two Hybrid	Uetz et al	;10688190;
YDR071C	YBR125C	Two Hybrid	Uetz et al	;10688190;
YDR084C	YGL161C	Two Hybrid	Uetz et al	;10688190;
YDR084C	YGL198W	Two Hybrid	Uetz et al	;10688190;
YDR115W	YKL142W	Two Hybrid	Uetz et al	;10688190;
YDR128W	YLR208W	Two Hybrid	Uetz et al	;10688190;
YDR132C	YHR170W	Two Hybrid	Uetz et al	;10688190;
YDR132C	YJL218W	Two Hybrid	Uetz et al	;10688190;
YDR179C	YMR025W	Two Hybrid	Uetz et al	;10688190;
YDR200C	YMR052W	Two Hybrid	Uetz et al	;10688190;
YDR200C	YNL127W	Two Hybrid	Uetz et al	;10688190;
YDR214W	YJL030W	Two Hybrid	Uetz et al	;10688190;
YDR215C	YKR024C	Two Hybrid	Uetz et al	;10688190;
YDR215C	YPL175W	Two Hybrid	Uetz et al	;10688190;
YDR255C	YKL144C	Two Hybrid	Uetz et al	;10688190;
YDR267C	YHR122W	Two Hybrid	Uetz et al	;10688190;
YDR279W	YLR154C	Two Hybrid	Uetz et al	;10688190;
YDR326C	YIL105C	Two Hybrid	Uetz et al	;10688190;
YDR348C	YMR295C	Two Hybrid	Uetz et al	;10688190;
YDR357C	YPR182W	Two Hybrid	Uetz et al	;10688190;
YDR400W	YCR059C	Two Hybrid	Uetz et al	;10688190;
YDR482C	YOR276W	Two Hybrid	Uetz et al	;10688190;
YDR482C	YGL028C	Two Hybrid	Uetz et al	;10688190;
YEL023C	YDL011C	Two Hybrid	Uetz et al	;10688190;
YFR042W	YPR159W	Two Hybrid	Uetz et al	;10688190;
YFR043C	YDR489W	Two Hybrid	Uetz et al	;10688190;
YFR047C	YFR047C	Two Hybrid	Uetz et al	;10688190;
YGL051W	YAR033W	Two Hybrid	Uetz et al	;10688190;
YGL096W	YOR319W	Two Hybrid	Uetz et al	;10688190;
YGL161C	YGL198W	Two Hybrid	Uetz et al	;10688190;
YGL214W	YLR435W	Two Hybrid	Uetz et al	;10688190;
YGL230C	YKL110C	Two Hybrid	Uetz et al	;10688190;
YGL230C	YDL210W	Two Hybrid	Uetz et al	;10688190;
YGL230C	YOR161C	Two Hybrid	Uetz et al	;10688190;
YGL242C	YKR099W	Two Hybrid	Uetz et al	;10688190;
YGR010W	YGR010W	Two Hybrid	Uetz et al	;10688190;
YGR010W	YLR328W	Two Hybrid	Uetz et al	;10688190;
YGR017W	YLR403W	Two Hybrid	Uetz et al	;10688190;
YGR017W	YLR072W	Two Hybrid	Uetz et al	;10688190;
YGR024C	YGR024C	Two Hybrid	Uetz et al	;10688190;
YGR058W	YLR113W	Two Hybrid	Uetz et al	;10688190;
YGR058W	YGR058W	Two Hybrid	Uetz et al	;10688190;
YGR058W	YGR136W	Two Hybrid	Uetz et al	;10688190;
YGR058W	YNL047C	Two Hybrid	Uetz et al	;10688190;
YGR068C	YGL019W	Two Hybrid	Uetz et al	;10688190;
YGR068C	YBL102W	Two Hybrid	Uetz et al	;10688190;
YGR122W	YLR025W	Two Hybrid	Uetz et al	;10688190;
YGR154C	YCR057C	Two Hybrid	Uetz et al	;10688190;
YGR173W	YDR152W	Two Hybrid	Uetz et al	;10688190;
YGR250C	YIR001C	Two Hybrid	Uetz et al	;10688190;
YGR278W	YGR049W	Two Hybrid	Uetz et al	;10688190;
YGR294W	YHL018W	Two Hybrid	Uetz et al	;10688190;
YHL002W	YNR005C	Two Hybrid	Uetz et al	;10688190;
YHL006C	YNL021W	Two Hybrid	Uetz et al	;10688190;
YHL006C	YDR078C	Two Hybrid	Uetz et al	;10688190;
YHL018W	YHL018W	Two Hybrid	Uetz et al	;10688190;
YHL046C	YOR355W	Two Hybrid	Uetz et al	;10688190;
YHR022C	YIL028W	Two Hybrid	Uetz et al	;10688190;
YHR022C	YNR005C	Two Hybrid	Uetz et al	;10688190;
YHR039C	YDR480W	Two Hybrid	Uetz et al	;10688190;
YHR083W	YDR201W	Two Hybrid	Uetz et al	;10688190;
YHR083W	YNL092W	Two Hybrid	Uetz et al	;10688190;
YHR105W	YOR034C	Two Hybrid	Uetz et al	;10688190;
YHR105W	YBR205W	Two Hybrid	Uetz et al	;10688190;
YHR105W	YGL161C	Two Hybrid	Uetz et al	;10688190;
YHR105W	YNL263C	Two Hybrid	Uetz et al	;10688190;
YHR105W	YPL246C	Two Hybrid	Uetz et al	;10688190;
YHR111W	YHR111W	Two Hybrid	Uetz et al	;10688190;
YHR115C	YEL041W	Two Hybrid	Uetz et al	;10688190;
YHR115C	YLR215C	Two Hybrid	Uetz et al	;10688190;
YHR145C	YEL009C	Two Hybrid	Uetz et al	;10688190;
YHR188C	YJR015W	Two Hybrid	Uetz et al	;10688190;
YHR197W	YLR423C	Two Hybrid	Uetz et al	;10688190;
YHR204W	YGL030W	Two Hybrid	Uetz et al	;10688190;
YHR204W	YER126C	Two Hybrid	Uetz et al	;10688190;
YIL007C	YHR185C	Two Hybrid	Uetz et al	;10688190;
YIL008W	YHR111W	Two Hybrid	Uetz et al	;10688190;
YIL011W	YMR201C	Two Hybrid	Uetz et al	;10688190;
YIL065C	YJR091C	Two Hybrid	Uetz et al	;10688190;
YIL074C	YER081W	Two Hybrid	Uetz et al	;10688190;
YIL074C	YIL074C	Two Hybrid	Uetz et al	;10688190;
YIL082W	YGR024C	Two Hybrid	Uetz et al	;10688190;
YIL105C	YER179W	Two Hybrid	Uetz et al	;10688190;
YIL105C	YKL130C	Two Hybrid	Uetz et al	;10688190;
YIL105C	YNL047C	Two Hybrid	Uetz et al	;10688190;
YIL113W	YLL019C	Two Hybrid	Uetz et al	;10688190;
YIL113W	YHR030C	Two Hybrid	Uetz et al	;10688190;
YIL132C	YLR322W	Two Hybrid	Uetz et al	;10688190;
YIL132C	YLR376C	Two Hybrid	Uetz et al	;10688190;
YIL151C	YBL051C	Two Hybrid	Uetz et al	;10688190;
YIL151C	YDR140W	Two Hybrid	Uetz et al	;10688190;
YIL151C	YLR121C	Two Hybrid	Uetz et al	;10688190;
YIR005W	YER148W	Two Hybrid	Uetz et al	;10688190;
YIR005W	YGL174W	Two Hybrid	Uetz et al	;10688190;
YIR005W	YMR057C	Two Hybrid	Uetz et al	;10688190;
YJL048C	YKL130C	Two Hybrid	Uetz et al	;10688190;
YJL112W	YLL001W	Two Hybrid	Uetz et al	;10688190;
YJL160C	YCR059C	Two Hybrid	Uetz et al	;10688190;
YJR024C	YJR024C	Two Hybrid	Uetz et al	;10688190;
YJR072C	YLR243W	Two Hybrid	Uetz et al	;10688190;
YJR072C	YOR262W	Two Hybrid	Uetz et al	;10688190;
YJR136C	YKL033W	Two Hybrid	Uetz et al	;10688190;
YKL095W	YDR416W	Two Hybrid	Uetz et al	;10688190;
YKL095W	YNL229C	Two Hybrid	Uetz et al	;10688190;
YLR200W	YMR052W	Two Hybrid	Uetz et al	;10688190;
YKL002W	YMR117C	Two Hybrid	Uetz et al	;10688190;
YKL090W	YPL128C	Two Hybrid	Uetz et al	;10688190;
YKL090W	YGR024C	Two Hybrid	Uetz et al	;10688190;
YKL116C	YGR097W	Two Hybrid	Uetz et al	;10688190;
YKL116C	YLR389C	Two Hybrid	Uetz et al	;10688190;
YKR007W	YBR077C	Two Hybrid	Uetz et al	;10688190;
YKR011C	YGL166W	Two Hybrid	Uetz et al	;10688190;
YKR022C	YBL010C	Two Hybrid	Uetz et al	;10688190;
YKR022C	YLR424W	Two Hybrid	Uetz et al	;10688190;
YKR060W	YDR179C	Two Hybrid	Uetz et al	;10688190;
YKR083C	YKL052C	Two Hybrid	Uetz et al	;10688190;
YKR096W	YBL051C	Two Hybrid	Uetz et al	;10688190;
YKR104W	YOL143C	Two Hybrid	Uetz et al	;10688190;
YLL049W	YNR069C	Two Hybrid	Uetz et al	;10688190;
YLL057C	YLL057C	Two Hybrid	Uetz et al	;10688190;
YLL062C	YOL143C	Two Hybrid	Uetz et al	;10688190;
YLR015W	YDR469W	Two Hybrid	Uetz et al	;10688190;
YLR046C	YHL006C	Two Hybrid	Uetz et al	;10688190;
YLR065C	YDL149W	Two Hybrid	Uetz et al	;10688190;
YLR215C	YLR386W	Two Hybrid	Uetz et al	;10688190;
YLR238W	YDR200C	Two Hybrid	Uetz et al	;10688190;
YLR315W	YDR383C	Two Hybrid	Uetz et al	;10688190;
YLR328W	YLR328W	Two Hybrid	Uetz et al	;10688190;
YLR345W	YGR158C	Two Hybrid	Uetz et al	;10688190;
YLR368W	YHR106W	Two Hybrid	Uetz et al	;10688190;
YLR368W	YHR075C	Two Hybrid	Uetz et al	;10688190;
YLR368W	YJL048C	Two Hybrid	Uetz et al	;10688190;
YLR368W	YMR048W	Two Hybrid	Uetz et al	;10688190;
YLR368W	YPR078C	Two Hybrid	Uetz et al	;10688190;
YLR368W	YPR093C	Two Hybrid	Uetz et al	;10688190;
YLR392C	YJR091C	Two Hybrid	Uetz et al	;10688190;
YLR423C	YGR120C	Two Hybrid	Uetz et al	;10688190;
YLR432W	YKR026C	Two Hybrid	Uetz et al	;10688190;
YLR432W	YDL215C	Two Hybrid	Uetz et al	;10688190;
YLR432W	YDR167W	Two Hybrid	Uetz et al	;10688190;
YLR432W	YDR469W	Two Hybrid	Uetz et al	;10688190;
YLR465C	YML035C	Two Hybrid	Uetz et al	;10688190;
YML053C	YJR009C	Two Hybrid	Uetz et al	;10688190;
YML068W	YDR073W	Two Hybrid	Uetz et al	;10688190;
YML088W	YDR328C	Two Hybrid	Uetz et al	;10688190;
YML114C	YDR167W	Two Hybrid	Uetz et al	;10688190;
YML119W	YLL032C	Two Hybrid	Uetz et al	;10688190;
YMR025W	YNR052C	Two Hybrid	Uetz et al	;10688190;
YMR068W	YIL105C	Two Hybrid	Uetz et al	;10688190;
YMR077C	YKL052C	Two Hybrid	Uetz et al	;10688190;
YMR093W	YDR398W	Two Hybrid	Uetz et al	;10688190;
YMR102C	YNL218W	Two Hybrid	Uetz et al	;10688190;
YMR210W	YKL142W	Two Hybrid	Uetz et al	;10688190;
YMR269W	YKR026C	Two Hybrid	Uetz et al	;10688190;
YMR312W	YHR187W	Two Hybrid	Uetz et al	;10688190;
YMR322C	YMR096W	Two Hybrid	Uetz et al	;10688190;
YMR322C	YNL333W	Two Hybrid	Uetz et al	;10688190;
YMR322C	YFL059W	Two Hybrid	Uetz et al	;10688190;
YKL067W	YKL067W	Two Hybrid	Uetz et al	;10688190;
YNL056W	YNL032W	Two Hybrid	Uetz et al	;10688190;
YNL056W	YNL099C	Two Hybrid	Uetz et al	;10688190;
YNL078W	YKR048C	Two Hybrid	Uetz et al	;10688190;
YNL086W	YKL061W	Two Hybrid	Uetz et al	;10688190;
YNL091W	YOR355W	Two Hybrid	Uetz et al	;10688190;
YNL091W	YKL075C	Two Hybrid	Uetz et al	;10688190;
YNL091W	YNL164C	Two Hybrid	Uetz et al	;10688190;
YNL091W	YNL288W	Two Hybrid	Uetz et al	;10688190;
YNL091W	YPL229W	Two Hybrid	Uetz et al	;10688190;
YNL094W	YNL025C	Two Hybrid	Uetz et al	;10688190;
YNL094W	YAL049C	Two Hybrid	Uetz et al	;10688190;
YNL122C	YKL061W	Two Hybrid	Uetz et al	;10688190;
YNL127W	YKR055W	Two Hybrid	Uetz et al	;10688190;
YNL127W	YAL016W	Two Hybrid	Uetz et al	;10688190;
YNL157W	YLR131C	Two Hybrid	Uetz et al	;10688190;
YNL157W	YJL075C	Two Hybrid	Uetz et al	;10688190;
YNL171C	YCR106W	Two Hybrid	Uetz et al	;10688190;
YNL201C	YFL056C	Two Hybrid	Uetz et al	;10688190;
YNL201C	YOR355W	Two Hybrid	Uetz et al	;10688190;
YNL201C	YOR047C	Two Hybrid	Uetz et al	;10688190;
YNL201C	YPR115W	Two Hybrid	Uetz et al	;10688190;
YNL218W	YJL030W	Two Hybrid	Uetz et al	;10688190;
YNL218W	YNL218W	Two Hybrid	Uetz et al	;10688190;
YNL311C	YKL001C	Two Hybrid	Uetz et al	;10688190;
YNL311C	YIL074C	Two Hybrid	Uetz et al	;10688190;
YNR004W	YPL157W	Two Hybrid	Uetz et al	;10688190;
YNR025C	YGR120C	Two Hybrid	Uetz et al	;10688190;
YNR029C	YJL064W	Two Hybrid	Uetz et al	;10688190;
YNR029C	YJL065C	Two Hybrid	Uetz et al	;10688190;
YNR068C	YNR069C	Two Hybrid	Uetz et al	;10688190;
YOL034W	YMR117C	Two Hybrid	Uetz et al	;10688190;
YOL070C	YNL078W	Two Hybrid	Uetz et al	;10688190;
YOL106W	YPR182W	Two Hybrid	Uetz et al	;10688190;
YOL111C	YOR007C	Two Hybrid	Uetz et al	;10688190;
YOR138C	YEL062W	Two Hybrid	Uetz et al	;10688190;
YOR138C	YGR268C	Two Hybrid	Uetz et al	;10688190;
YOR215C	YHR115C	Two Hybrid	Uetz et al	;10688190;
YOR220W	YGL166W	Two Hybrid	Uetz et al	;10688190;
YOR264W	YCR086W	Two Hybrid	Uetz et al	;10688190;
YOR264W	YGR058W	Two Hybrid	Uetz et al	;10688190;
YOR353C	YHR102W	Two Hybrid	Uetz et al	;10688190;
YOR353C	YGR120C	Two Hybrid	Uetz et al	;10688190;
YOR353C	YOL082W	Two Hybrid	Uetz et al	;10688190;
YPL019C	YHR060W	Two Hybrid	Uetz et al	;10688190;
YPL110C	YGR024C	Two Hybrid	Uetz et al	;10688190;
YPL151C	YOR036W	Two Hybrid	Uetz et al	;10688190;
YPL192C	YPL192C	Two Hybrid	Uetz et al	;10688190;
YPL222W	YGR048W	Two Hybrid	Uetz et al	;10688190;
YPL260W	YIL144W	Two Hybrid	Uetz et al	;10688190;
YPR105C	YGL153W	Two Hybrid	Uetz et al	;10688190;
YPR105C	YGR120C	Two Hybrid	Uetz et al	;10688190;
YPR105C	YGL145W	Two Hybrid	Uetz et al	;10688190;
YPR105C	YHR060W	Two Hybrid	Uetz et al	;10688190;
YPR105C	YLR315W	Two Hybrid	Uetz et al	;10688190;
YPR105C	YMR181C	Two Hybrid	Uetz et al	;10688190;
YPR105C	YOR164C	Two Hybrid	Uetz et al	;10688190;
YPR105C	YOR331C	Two Hybrid	Uetz et al	;10688190;
YPR152C	YBR194W	Two Hybrid	Uetz et al	;10688190;
YFL038C	YLR078C	Two Hybrid	Uetz et al	;10688190;
YFL038C	YBR205W	Two Hybrid	Uetz et al	;10688190;
YFL038C	YOR036W	Two Hybrid	Uetz et al	;10688190;
YFL038C	YPL246C	Two Hybrid	Uetz et al	;10688190;
YER031C	YOR036W	Two Hybrid	Uetz et al	;10688190;
YER031C	YKR030W	Two Hybrid	Uetz et al	;10688190;
YER031C	YNL146W	Two Hybrid	Uetz et al	;10688190;
YER031C	YPL192C	Two Hybrid	Uetz et al	;10688190;
YNL093W	YNL032W	Two Hybrid	Uetz et al	;10688190;
YDR002W	YKR048C	Two Hybrid	Uetz et al	;10688190;
YHR016C	YMR255W	Two Hybrid	Uetz et al	;10688190;
YHR016C	YBL007C	Two Hybrid	Uetz et al	;10688190;
YHR016C	YGR268C	Two Hybrid	Uetz et al	;10688190;
YHR016C	YLR243W	Two Hybrid	Uetz et al	;10688190;
YPR107C	YJR093C	Two Hybrid	Uetz et al	;10688190;
YPR107C	YBR205W	Two Hybrid	Uetz et al	;10688190;
YMR243C	YKL142W	Two Hybrid	Uetz et al	;10688190;
YOL058W	YNL189W	Two Hybrid	Uetz et al	;10688190;
YPL111W	YNL189W	Two Hybrid	Uetz et al	;10688190;
